# ell   TT    EE     BB    TE    PP    TP    EP
  5507   6.0912741e-02   1.5888408e-03   0.0000000e+00  -4.9311562e-04   2.2618186e-10   6.1594342e-15   1.9713770e-17
  5508   6.0816217e-02   1.5831602e-03   0.0000000e+00  -4.9184470e-04   2.2605941e-10   6.1543778e-15   1.9732287e-17
  5509   6.0720746e-02   1.5774923e-03   0.0000000e+00  -4.9063906e-04   2.2593703e-10   6.1492984e-15   1.9750521e-17
  5510   6.0626129e-02   1.5718272e-03   0.0000000e+00  -4.8949570e-04   2.2581466e-10   6.1441944e-15   1.9768470e-17
  5511   6.0532564e-02   1.5661647e-03   0.0000000e+00  -4.8841561e-04   2.2569241e-10   6.1390691e-15   1.9786144e-17
  5512   6.0439854e-02   1.5605250e-03   0.0000000e+00  -4.8739781e-04   2.2557023e-10   6.1339210e-15   1.9803538e-17
  5513   6.0348097e-02   1.5548780e-03   0.0000000e+00  -4.8644129e-04   2.2544811e-10   6.1287503e-15   1.9820652e-17
  5514   6.0257293e-02   1.5492537e-03   0.0000000e+00  -4.8554507e-04   2.2532601e-10   6.1235563e-15   1.9837487e-17
  5515   6.0167444e-02   1.5436221e-03   0.0000000e+00  -4.8470914e-04   2.2520402e-10   6.1183406e-15   1.9854046e-17
  5516   6.0078448e-02   1.5380131e-03   0.0000000e+00  -4.8393251e-04   2.2508211e-10   6.1131025e-15   1.9870328e-17
  5517   5.9990406e-02   1.5324069e-03   0.0000000e+00  -4.8321517e-04   2.2496026e-10   6.1078422e-15   1.9886334e-17
  5518   5.9903219e-02   1.5268033e-03   0.0000000e+00  -4.8255515e-04   2.2483842e-10   6.1025583e-15   1.9902061e-17
  5519   5.9816885e-02   1.5212123e-03   0.0000000e+00  -4.8195343e-04   2.2471670e-10   6.0972539e-15   1.9917517e-17
  5520   5.9731506e-02   1.5156341e-03   0.0000000e+00  -4.8140802e-04   2.2459505e-10   6.0919276e-15   1.9932700e-17
  5521   5.9646981e-02   1.5100584e-03   0.0000000e+00  -4.8091993e-04   2.2447341e-10   6.0865787e-15   1.9947607e-17
  5522   5.9563311e-02   1.5044954e-03   0.0000000e+00  -4.8048616e-04   2.2435190e-10   6.0812088e-15   1.9962244e-17
  5523   5.9480395e-02   1.4989351e-03   0.0000000e+00  -4.8010771e-04   2.2423044e-10   6.0758174e-15   1.9976609e-17
  5524   5.9398434e-02   1.4933873e-03   0.0000000e+00  -4.7978358e-04   2.2410906e-10   6.0704045e-15   1.9990703e-17
  5525   5.9317327e-02   1.4878522e-03   0.0000000e+00  -4.7951279e-04   2.2398768e-10   6.0649687e-15   2.0004522e-17
  5526   5.9236975e-02   1.4823197e-03   0.0000000e+00  -4.7929533e-04   2.2386643e-10   6.0595131e-15   2.0018077e-17
  5527   5.9157379e-02   1.4767997e-03   0.0000000e+00  -4.7913021e-04   2.2374524e-10   6.0540364e-15   2.0031362e-17
  5528   5.9078737e-02   1.4712924e-03   0.0000000e+00  -4.7901643e-04   2.2362407e-10   6.0485378e-15   2.0044377e-17
  5529   5.9000751e-02   1.4657876e-03   0.0000000e+00  -4.7895399e-04   2.2350301e-10   6.0430191e-15   2.0057127e-17
  5530   5.8923719e-02   1.4602955e-03   0.0000000e+00  -4.7894090e-04   2.2338202e-10   6.0374795e-15   2.0069611e-17
  5531   5.8847343e-02   1.4548059e-03   0.0000000e+00  -4.7897816e-04   2.2326110e-10   6.0319191e-15   2.0081828e-17
  5532   5.8771723e-02   1.4493388e-03   0.0000000e+00  -4.7906478e-04   2.2314019e-10   6.0263367e-15   2.0093776e-17
  5533   5.8696957e-02   1.4438743e-03   0.0000000e+00  -4.7919976e-04   2.2301939e-10   6.0207352e-15   2.0105463e-17
  5534   5.8622848e-02   1.4384123e-03   0.0000000e+00  -4.7938210e-04   2.2289867e-10   6.0151132e-15   2.0116887e-17
  5535   5.8549594e-02   1.4329729e-03   0.0000000e+00  -4.7961180e-04   2.2277801e-10   6.0094710e-15   2.0128048e-17
  5536   5.8476996e-02   1.4275360e-03   0.0000000e+00  -4.7988787e-04   2.2265736e-10   6.0038078e-15   2.0138944e-17
  5537   5.8405154e-02   1.4221117e-03   0.0000000e+00  -4.8020932e-04   2.2253683e-10   5.9981252e-15   2.0149581e-17
  5538   5.8334068e-02   1.4166998e-03   0.0000000e+00  -4.8057614e-04   2.2241637e-10   5.9924226e-15   2.0159958e-17
  5539   5.8263638e-02   1.4112904e-03   0.0000000e+00  -4.8098735e-04   2.2229592e-10   5.9866987e-15   2.0170069e-17
  5540   5.8193864e-02   1.4058936e-03   0.0000000e+00  -4.8144294e-04   2.2217558e-10   5.9809565e-15   2.0179925e-17
  5541   5.8124846e-02   1.4005092e-03   0.0000000e+00  -4.8194191e-04   2.2205532e-10   5.9751945e-15   2.0189523e-17
  5542   5.8056485e-02   1.3951373e-03   0.0000000e+00  -4.8248228e-04   2.2193512e-10   5.9694130e-15   2.0198863e-17
  5543   5.7988880e-02   1.3897679e-03   0.0000000e+00  -4.8306504e-04   2.2181493e-10   5.9636114e-15   2.0207943e-17
  5544   5.7921832e-02   1.3844110e-03   0.0000000e+00  -4.8368920e-04   2.2169486e-10   5.9577910e-15   2.0216769e-17
  5545   5.7855540e-02   1.3790765e-03   0.0000000e+00  -4.8435376e-04   2.2157485e-10   5.9519514e-15   2.0225339e-17
  5546   5.7789805e-02   1.3737344e-03   0.0000000e+00  -4.8505873e-04   2.2145491e-10   5.9460927e-15   2.0233654e-17
  5547   5.7724827e-02   1.3684148e-03   0.0000000e+00  -4.8580210e-04   2.2133499e-10   5.9402135e-15   2.0241710e-17
  5548   5.7660406e-02   1.3631077e-03   0.0000000e+00  -4.8658489e-04   2.2121518e-10   5.9343168e-15   2.0249516e-17
  5549   5.7596642e-02   1.3578029e-03   0.0000000e+00  -4.8740509e-04   2.2109543e-10   5.9284013e-15   2.0257070e-17
  5550   5.7533435e-02   1.3525106e-03   0.0000000e+00  -4.8826272e-04   2.2097570e-10   5.9224663e-15   2.0264370e-17
  5551   5.7470885e-02   1.3472307e-03   0.0000000e+00  -4.8915777e-04   2.2085609e-10   5.9165135e-15   2.0271420e-17
  5552   5.7408893e-02   1.3419632e-03   0.0000000e+00  -4.9008724e-04   2.2073654e-10   5.9105421e-15   2.0278219e-17
  5553   5.7347458e-02   1.3367081e-03   0.0000000e+00  -4.9105315e-04   2.2061706e-10   5.9045523e-15   2.0284769e-17
  5554   5.7286681e-02   1.3314654e-03   0.0000000e+00  -4.9205449e-04   2.2049759e-10   5.8985428e-15   2.0291064e-17
  5555   5.7226461e-02   1.3262350e-03   0.0000000e+00  -4.9308827e-04   2.2037824e-10   5.8925165e-15   2.0297115e-17
  5556   5.7166798e-02   1.3210071e-03   0.0000000e+00  -4.9415648e-04   2.2025895e-10   5.8864722e-15   2.0302919e-17
  5557   5.7107694e-02   1.3157915e-03   0.0000000e+00  -4.9525715e-04   2.2013973e-10   5.8804098e-15   2.0308475e-17
  5558   5.7049048e-02   1.3105982e-03   0.0000000e+00  -4.9639026e-04   2.2002052e-10   5.8743289e-15   2.0313783e-17
  5559   5.6991059e-02   1.3054073e-03   0.0000000e+00  -4.9755483e-04   2.1990143e-10   5.8682310e-15   2.0318847e-17
  5560   5.6933529e-02   1.3002288e-03   0.0000000e+00  -4.9874985e-04   2.1978240e-10   5.8621153e-15   2.0323666e-17
  5561   5.6876556e-02   1.2950625e-03   0.0000000e+00  -4.9997533e-04   2.1966338e-10   5.8559807e-15   2.0328236e-17
  5562   5.6820042e-02   1.2899187e-03   0.0000000e+00  -5.0122927e-04   2.1954449e-10   5.8498301e-15   2.0332567e-17
  5563   5.6764087e-02   1.2847771e-03   0.0000000e+00  -5.0251368e-04   2.1942565e-10   5.8436621e-15   2.0336656e-17
  5564   5.6708589e-02   1.2796478e-03   0.0000000e+00  -5.0382556e-04   2.1930688e-10   5.8374769e-15   2.0340502e-17
  5565   5.6653551e-02   1.2745308e-03   0.0000000e+00  -5.0516491e-04   2.1918813e-10   5.8312739e-15   2.0344105e-17
  5566   5.6599071e-02   1.2694262e-03   0.0000000e+00  -5.0653075e-04   2.1906949e-10   5.8250546e-15   2.0347469e-17
  5567   5.6544949e-02   1.2643338e-03   0.0000000e+00  -5.0792306e-04   2.1895092e-10   5.8188183e-15   2.0350593e-17
  5568   5.6491387e-02   1.2592537e-03   0.0000000e+00  -5.0934185e-04   2.1883241e-10   5.8125652e-15   2.0353478e-17
  5569   5.6438184e-02   1.2541858e-03   0.0000000e+00  -5.1078514e-04   2.1871391e-10   5.8062941e-15   2.0356120e-17
  5570   5.6385539e-02   1.2491303e-03   0.0000000e+00  -5.1225192e-04   2.1859553e-10   5.8000077e-15   2.0358529e-17
  5571   5.6333154e-02   1.2440869e-03   0.0000000e+00  -5.1374319e-04   2.1847721e-10   5.7937048e-15   2.0360700e-17
  5572   5.6281328e-02   1.2390559e-03   0.0000000e+00  -5.1525696e-04   2.1835891e-10   5.7873849e-15   2.0362633e-17
  5573   5.6229861e-02   1.2340370e-03   0.0000000e+00  -5.1679323e-04   2.1824072e-10   5.7810494e-15   2.0364333e-17
  5574   5.6178854e-02   1.2290305e-03   0.0000000e+00  -5.1835201e-04   2.1812260e-10   5.7746977e-15   2.0365798e-17
  5575   5.6128206e-02   1.2240461e-03   0.0000000e+00  -5.1993030e-04   2.1800454e-10   5.7683299e-15   2.0367028e-17
  5576   5.6077918e-02   1.2190639e-03   0.0000000e+00  -5.2153010e-04   2.1788649e-10   5.7619448e-15   2.0368020e-17
  5577   5.6027989e-02   1.2141040e-03   0.0000000e+00  -5.2314942e-04   2.1776856e-10   5.7555452e-15   2.0368785e-17
  5578   5.5978520e-02   1.2091462e-03   0.0000000e+00  -5.2478826e-04   2.1765070e-10   5.7491299e-15   2.0369317e-17
  5579   5.5929311e-02   1.2042107e-03   0.0000000e+00  -5.2644463e-04   2.1753290e-10   5.7426990e-15   2.0369618e-17
  5580   5.5880562e-02   1.1992873e-03   0.0000000e+00  -5.2811952e-04   2.1741511e-10   5.7362518e-15   2.0369686e-17
  5581   5.5832074e-02   1.1943661e-03   0.0000000e+00  -5.2981094e-04   2.1729744e-10   5.7297899e-15   2.0369527e-17
  5582   5.5783945e-02   1.1894771e-03   0.0000000e+00  -5.3151890e-04   2.1717983e-10   5.7233127e-15   2.0369138e-17
  5583   5.5736177e-02   1.1845902e-03   0.0000000e+00  -5.3324340e-04   2.1706228e-10   5.7168202e-15   2.0368521e-17
  5584   5.5688669e-02   1.1797155e-03   0.0000000e+00  -5.3498244e-04   2.1694475e-10   5.7103113e-15   2.0367672e-17
  5585   5.5641521e-02   1.1748530e-03   0.0000000e+00  -5.3673602e-04   2.1682733e-10   5.7037888e-15   2.0366600e-17
  5586   5.5594634e-02   1.1700125e-03   0.0000000e+00  -5.3850315e-04   2.1670998e-10   5.6972513e-15   2.0365303e-17
  5587   5.5548108e-02   1.1651843e-03   0.0000000e+00  -5.4028484e-04   2.1659264e-10   5.6906984e-15   2.0363777e-17
  5588   5.5501742e-02   1.1603681e-03   0.0000000e+00  -5.4207808e-04   2.1647542e-10   5.6841315e-15   2.0362029e-17
  5589   5.5455737e-02   1.1555640e-03   0.0000000e+00  -5.4388289e-04   2.1635826e-10   5.6775500e-15   2.0360056e-17
  5590   5.5409994e-02   1.1507721e-03   0.0000000e+00  -5.4570025e-04   2.1624116e-10   5.6709540e-15   2.0357861e-17
  5591   5.5364511e-02   1.1460023e-03   0.0000000e+00  -5.4752719e-04   2.1612407e-10   5.6643423e-15   2.0355438e-17
  5592   5.5319189e-02   1.1412445e-03   0.0000000e+00  -5.4936469e-04   2.1600711e-10   5.6577177e-15   2.0352798e-17
  5593   5.5274229e-02   1.1364988e-03   0.0000000e+00  -5.5121077e-04   2.1589020e-10   5.6510790e-15   2.0349936e-17
  5594   5.5229430e-02   1.1317652e-03   0.0000000e+00  -5.5306643e-04   2.1577336e-10   5.6444262e-15   2.0346854e-17
  5595   5.5184892e-02   1.1270537e-03   0.0000000e+00  -5.5492967e-04   2.1565653e-10   5.6377588e-15   2.0343550e-17
  5596   5.5140516e-02   1.1223543e-03   0.0000000e+00  -5.5679949e-04   2.1553981e-10   5.6310783e-15   2.0340030e-17
  5597   5.5096301e-02   1.1176668e-03   0.0000000e+00  -5.5867691e-04   2.1542316e-10   5.6243840e-15   2.0336291e-17
  5598   5.5052348e-02   1.1129915e-03   0.0000000e+00  -5.6056091e-04   2.1530657e-10   5.6176761e-15   2.0332334e-17
  5599   5.5008657e-02   1.1083282e-03   0.0000000e+00  -5.6244952e-04   2.1519000e-10   5.6109534e-15   2.0328156e-17
  5600   5.4965028e-02   1.1036869e-03   0.0000000e+00  -5.6434272e-04   2.1507354e-10   5.6042185e-15   2.0323767e-17
  5601   5.4921661e-02   1.0990576e-03   0.0000000e+00  -5.6624052e-04   2.1495714e-10   5.5974704e-15   2.0319162e-17
  5602   5.4878356e-02   1.0944503e-03   0.0000000e+00  -5.6814193e-04   2.1484076e-10   5.5907085e-15   2.0314340e-17
  5603   5.4835213e-02   1.0898551e-03   0.0000000e+00  -5.7004596e-04   2.1472449e-10   5.5839341e-15   2.0309306e-17
  5604   5.4792232e-02   1.0852718e-03   0.0000000e+00  -5.7195159e-04   2.1460828e-10   5.5771467e-15   2.0304059e-17
  5605   5.4749414e-02   1.0807005e-03   0.0000000e+00  -5.7385984e-04   2.1449214e-10   5.5703464e-15   2.0298600e-17
  5606   5.4706758e-02   1.0761513e-03   0.0000000e+00  -5.7576772e-04   2.1437600e-10   5.5635321e-15   2.0292924e-17
  5607   5.4664165e-02   1.0716139e-03   0.0000000e+00  -5.7767622e-04   2.1425999e-10   5.5567064e-15   2.0287041e-17
  5608   5.4621634e-02   1.0670986e-03   0.0000000e+00  -5.7958435e-04   2.1414403e-10   5.5498682e-15   2.0280949e-17
  5609   5.4579266e-02   1.0625952e-03   0.0000000e+00  -5.8149211e-04   2.1402814e-10   5.5430175e-15   2.0274646e-17
  5610   5.4536961e-02   1.0581038e-03   0.0000000e+00  -5.8339750e-04   2.1391226e-10   5.5361538e-15   2.0268133e-17
  5611   5.4494819e-02   1.0536243e-03   0.0000000e+00  -5.8530054e-04   2.1379650e-10   5.5292785e-15   2.0261413e-17
  5612   5.4452640e-02   1.0491668e-03   0.0000000e+00  -5.8720022e-04   2.1368080e-10   5.5223911e-15   2.0254486e-17
  5613   5.4410524e-02   1.0447311e-03   0.0000000e+00  -5.8909654e-04   2.1356511e-10   5.5154904e-15   2.0247348e-17
  5614   5.4368572e-02   1.0403074e-03   0.0000000e+00  -5.9098851e-04   2.1344953e-10   5.5085790e-15   2.0240008e-17
  5615   5.4326582e-02   1.0358956e-03   0.0000000e+00  -5.9287514e-04   2.1333402e-10   5.5016559e-15   2.0232463e-17
  5616   5.4284656e-02   1.0315058e-03   0.0000000e+00  -5.9475643e-04   2.1321857e-10   5.4947210e-15   2.0224713e-17
  5617   5.4242694e-02   1.0271278e-03   0.0000000e+00  -5.9663137e-04   2.1310313e-10   5.4877739e-15   2.0216757e-17
  5618   5.4200795e-02   1.0227617e-03   0.0000000e+00  -5.9849998e-04   2.1298781e-10   5.4808159e-15   2.0208600e-17
  5619   5.4158960e-02   1.0184175e-03   0.0000000e+00  -6.0036026e-04   2.1287255e-10   5.4738466e-15   2.0200241e-17
  5620   5.4117088e-02   1.0140951e-03   0.0000000e+00  -6.0221221e-04   2.1275735e-10   5.4668660e-15   2.0191680e-17
  5621   5.4075181e-02   1.0097846e-03   0.0000000e+00  -6.0405483e-04   2.1264216e-10   5.4598729e-15   2.0182914e-17
  5622   5.4033337e-02   1.0054860e-03   0.0000000e+00  -6.0588913e-04   2.1252709e-10   5.4528700e-15   2.0173952e-17
  5623   5.3991358e-02   1.0012092e-03   0.0000000e+00  -6.0771212e-04   2.1241208e-10   5.4458562e-15   2.0164790e-17
  5624   5.3949443e-02   9.9694432e-04   0.0000000e+00  -6.0952479e-04   2.1229713e-10   5.4388315e-15   2.0155430e-17
  5625   5.3907492e-02   9.9270123e-04   0.0000000e+00  -6.1132615e-04   2.1218220e-10   5.4317955e-15   2.0145869e-17
  5626   5.3865405e-02   9.8847996e-04   0.0000000e+00  -6.1311521e-04   2.1206738e-10   5.4247494e-15   2.0136113e-17
  5627   5.3823283e-02   9.8427052e-04   0.0000000e+00  -6.1489096e-04   2.1195262e-10   5.4176928e-15   2.0126160e-17
  5628   5.3781126e-02   9.8007289e-04   0.0000000e+00  -6.1665341e-04   2.1183792e-10   5.4106257e-15   2.0116012e-17
  5629   5.3738933e-02   9.7589706e-04   0.0000000e+00  -6.1840156e-04   2.1172323e-10   5.4035471e-15   2.0105663e-17
  5630   5.3696605e-02   9.7174302e-04   0.0000000e+00  -6.2013543e-04   2.1160866e-10   5.3964595e-15   2.0095125e-17
  5631   5.3654141e-02   9.6760078e-04   0.0000000e+00  -6.2185400e-04   2.1149415e-10   5.3893618e-15   2.0084393e-17
  5632   5.3611643e-02   9.6348031e-04   0.0000000e+00  -6.2355629e-04   2.1137965e-10   5.3822535e-15   2.0073465e-17
  5633   5.3569010e-02   9.5937162e-04   0.0000000e+00  -6.2524129e-04   2.1126527e-10   5.3751359e-15   2.0062348e-17
  5634   5.3526341e-02   9.5528469e-04   0.0000000e+00  -6.2691002e-04   2.1115095e-10   5.3680085e-15   2.0051039e-17
  5635   5.3483439e-02   9.5121952e-04   0.0000000e+00  -6.2856048e-04   2.1103669e-10   5.3608715e-15   2.0039539e-17
  5636   5.3440401e-02   9.4716609e-04   0.0000000e+00  -6.3019166e-04   2.1092244e-10   5.3537235e-15   2.0027844e-17
  5637   5.3397229e-02   9.4312441e-04   0.0000000e+00  -6.3180358e-04   2.1080830e-10   5.3465674e-15   2.0015965e-17
  5638   5.3353922e-02   9.3911447e-04   0.0000000e+00  -6.3339523e-04   2.1069423e-10   5.3394019e-15   2.0003896e-17
  5639   5.3310481e-02   9.3511624e-04   0.0000000e+00  -6.3496762e-04   2.1058021e-10   5.3322272e-15   1.9991640e-17
  5640   5.3266805e-02   9.3112974e-04   0.0000000e+00  -6.3651775e-04   2.1046621e-10   5.3250427e-15   1.9979194e-17
  5641   5.3222996e-02   9.2716495e-04   0.0000000e+00  -6.3804564e-04   2.1035233e-10   5.3178497e-15   1.9966564e-17
  5642   5.3178952e-02   9.2322185e-04   0.0000000e+00  -6.3955127e-04   2.1023850e-10   5.3106478e-15   1.9953748e-17
  5643   5.3134774e-02   9.1930046e-04   0.0000000e+00  -6.4103366e-04   2.1012474e-10   5.3034371e-15   1.9940747e-17
  5644   5.3090363e-02   9.1539075e-04   0.0000000e+00  -6.4249280e-04   2.1001098e-10   5.2962164e-15   1.9927557e-17
  5645   5.3045717e-02   9.1150272e-04   0.0000000e+00  -6.4392671e-04   2.0989734e-10   5.2889883e-15   1.9914188e-17
  5646   5.3000838e-02   9.0763636e-04   0.0000000e+00  -6.4533538e-04   2.0978376e-10   5.2817517e-15   1.9900636e-17
  5647   5.2955725e-02   9.0378166e-04   0.0000000e+00  -6.4671882e-04   2.0967020e-10   5.2745061e-15   1.9886900e-17
  5648   5.2910379e-02   8.9994862e-04   0.0000000e+00  -6.4807503e-04   2.0955674e-10   5.2672528e-15   1.9872984e-17
  5649   5.2864799e-02   8.9613722e-04   0.0000000e+00  -6.4940402e-04   2.0944335e-10   5.2599913e-15   1.9858887e-17
  5650   5.2818986e-02   8.9233747e-04   0.0000000e+00  -6.5070579e-04   2.0933002e-10   5.2527217e-15   1.9844611e-17
  5651   5.2772840e-02   8.8856535e-04   0.0000000e+00  -6.5197934e-04   2.0921670e-10   5.2454429e-15   1.9830150e-17
  5652   5.2726460e-02   8.8480785e-04   0.0000000e+00  -6.5322368e-04   2.0910349e-10   5.2381574e-15   1.9815516e-17
  5653   5.2679748e-02   8.8106997e-04   0.0000000e+00  -6.5443780e-04   2.0899035e-10   5.2308642e-15   1.9800703e-17
  5654   5.2632802e-02   8.7735170e-04   0.0000000e+00  -6.5562173e-04   2.0887726e-10   5.2235633e-15   1.9785714e-17
  5655   5.2585524e-02   8.7365303e-04   0.0000000e+00  -6.5677444e-04   2.0876419e-10   5.2162542e-15   1.9770545e-17
  5656   5.2537913e-02   8.6997296e-04   0.0000000e+00  -6.5789596e-04   2.0865123e-10   5.2089383e-15   1.9755204e-17
  5657   5.2489969e-02   8.6631246e-04   0.0000000e+00  -6.5898429e-04   2.0853833e-10   5.2016151e-15   1.9739687e-17
  5658   5.2441792e-02   8.6267155e-04   0.0000000e+00  -6.6004042e-04   2.0842549e-10   5.1942846e-15   1.9723996e-17
  5659   5.2393183e-02   8.5905021e-04   0.0000000e+00  -6.6106337e-04   2.0831266e-10   5.1869457e-15   1.9708126e-17
  5660   5.2344342e-02   8.5544843e-04   0.0000000e+00  -6.6205413e-04   2.0819995e-10   5.1796010e-15   1.9692089e-17
  5661   5.2295168e-02   8.5186620e-04   0.0000000e+00  -6.6301170e-04   2.0808729e-10   5.1722495e-15   1.9675879e-17
  5662   5.2245563e-02   8.4830352e-04   0.0000000e+00  -6.6393710e-04   2.0797470e-10   5.1648911e-15   1.9659498e-17
  5663   5.2195725e-02   8.4475938e-04   0.0000000e+00  -6.6482933e-04   2.0786212e-10   5.1575254e-15   1.9642944e-17
  5664   5.2145555e-02   8.4123477e-04   0.0000000e+00  -6.6569039e-04   2.0774964e-10   5.1501537e-15   1.9626223e-17
  5665   5.2095053e-02   8.3772968e-04   0.0000000e+00  -6.6651828e-04   2.0763724e-10   5.1427755e-15   1.9609332e-17
  5666   5.2044219e-02   8.3424311e-04   0.0000000e+00  -6.6731501e-04   2.0752489e-10   5.1353909e-15   1.9592273e-17
  5667   5.1993154e-02   8.3077604e-04   0.0000000e+00  -6.6807958e-04   2.0741255e-10   5.1279988e-15   1.9575041e-17
  5668   5.1941657e-02   8.2732748e-04   0.0000000e+00  -6.6881199e-04   2.0730032e-10   5.1206017e-15   1.9557646e-17
  5669   5.1889928e-02   8.2389840e-04   0.0000000e+00  -6.6951325e-04   2.0718816e-10   5.1131986e-15   1.9540086e-17
  5670   5.1837868e-02   8.2048781e-04   0.0000000e+00  -6.7018336e-04   2.0707600e-10   5.1057889e-15   1.9522357e-17
  5671   5.1785477e-02   8.1709670e-04   0.0000000e+00  -6.7082132e-04   2.0696396e-10   5.0983740e-15   1.9504466e-17
  5672   5.1732755e-02   8.1372306e-04   0.0000000e+00  -6.7142815e-04   2.0685198e-10   5.0909533e-15   1.9486411e-17
  5673   5.1679801e-02   8.1036988e-04   0.0000000e+00  -6.7200384e-04   2.0674006e-10   5.0835269e-15   1.9468192e-17
  5674   5.1626516e-02   8.0703415e-04   0.0000000e+00  -6.7254939e-04   2.0662815e-10   5.0760938e-15   1.9449806e-17
  5675   5.1572900e-02   8.0371686e-04   0.0000000e+00  -6.7306281e-04   2.0651635e-10   5.0686565e-15   1.9431263e-17
  5676   5.1518954e-02   8.0041902e-04   0.0000000e+00  -6.7354610e-04   2.0640461e-10   5.0612139e-15   1.9412558e-17
  5677   5.1464776e-02   7.9713860e-04   0.0000000e+00  -6.7399828e-04   2.0629293e-10   5.0537660e-15   1.9393692e-17
  5678   5.1410268e-02   7.9387760e-04   0.0000000e+00  -6.7442033e-04   2.0618127e-10   5.0463124e-15   1.9374665e-17
  5679   5.1355430e-02   7.9063402e-04   0.0000000e+00  -6.7481226e-04   2.0606971e-10   5.0388544e-15   1.9355480e-17
  5680   5.1300361e-02   7.8740985e-04   0.0000000e+00  -6.7517408e-04   2.0595821e-10   5.0313916e-15   1.9336138e-17
  5681   5.1244961e-02   7.8420307e-04   0.0000000e+00  -6.7550480e-04   2.0584678e-10   5.0239239e-15   1.9316637e-17
  5682   5.1189331e-02   7.8101468e-04   0.0000000e+00  -6.7580640e-04   2.0573535e-10   5.0164503e-15   1.9296975e-17
  5683   5.1133271e-02   7.7784468e-04   0.0000000e+00  -6.7607691e-04   2.0562404e-10   5.0089734e-15   1.9277161e-17
  5684   5.1077081e-02   7.7469305e-04   0.0000000e+00  -6.7631932e-04   2.0551279e-10   5.0014919e-15   1.9257192e-17
  5685   5.1020461e-02   7.7155879e-04   0.0000000e+00  -6.7653063e-04   2.0540159e-10   4.9940061e-15   1.9237068e-17
  5686   5.0963611e-02   7.6844289e-04   0.0000000e+00  -6.7671285e-04   2.0529041e-10   4.9865155e-15   1.9216788e-17
  5687   5.0906531e-02   7.6534534e-04   0.0000000e+00  -6.7686599e-04   2.0517934e-10   4.9790213e-15   1.9196356e-17
  5688   5.0849122e-02   7.6226514e-04   0.0000000e+00  -6.7699004e-04   2.0506833e-10   4.9715230e-15   1.9175772e-17
  5689   5.0791383e-02   7.5920227e-04   0.0000000e+00  -6.7708401e-04   2.0495737e-10   4.9640208e-15   1.9155036e-17
  5690   5.0733414e-02   7.5615773e-04   0.0000000e+00  -6.7714990e-04   2.0484643e-10   4.9565135e-15   1.9134145e-17
  5691   5.0675116e-02   7.5313151e-04   0.0000000e+00  -6.7718572e-04   2.0473560e-10   4.9490037e-15   1.9113107e-17
  5692   5.0616589e-02   7.5012160e-04   0.0000000e+00  -6.7719347e-04   2.0462483e-10   4.9414903e-15   1.9091920e-17
  5693   5.0557832e-02   7.4713000e-04   0.0000000e+00  -6.7717315e-04   2.0451407e-10   4.9339728e-15   1.9070581e-17
  5694   5.0498746e-02   7.4415570e-04   0.0000000e+00  -6.7712377e-04   2.0440342e-10   4.9264525e-15   1.9049096e-17
  5695   5.0439331e-02   7.4119968e-04   0.0000000e+00  -6.7704534e-04   2.0429283e-10   4.9189288e-15   1.9027464e-17
  5696   5.0379687e-02   7.3825995e-04   0.0000000e+00  -6.7693985e-04   2.0418230e-10   4.9114020e-15   1.9005685e-17
  5697   5.0319814e-02   7.3533849e-04   0.0000000e+00  -6.7680530e-04   2.0407178e-10   4.9038708e-15   1.8983755e-17
  5698   5.0259613e-02   7.3243330e-04   0.0000000e+00  -6.7664271e-04   2.0396137e-10   4.8963379e-15   1.8961684e-17
  5699   5.0199183e-02   7.2954636e-04   0.0000000e+00  -6.7645207e-04   2.0385102e-10   4.8888021e-15   1.8939469e-17
  5700   5.0138424e-02   7.2667668e-04   0.0000000e+00  -6.7623440e-04   2.0374073e-10   4.8812635e-15   1.8917109e-17
  5701   5.0077437e-02   7.2382324e-04   0.0000000e+00  -6.7598868e-04   2.0363045e-10   4.8737216e-15   1.8894604e-17
  5702   5.0016221e-02   7.2098703e-04   0.0000000e+00  -6.7571594e-04   2.0352028e-10   4.8661778e-15   1.8871959e-17
  5703   4.9954777e-02   7.1816805e-04   0.0000000e+00  -6.7541516e-04   2.0341017e-10   4.8586315e-15   1.8849172e-17
  5704   4.9893005e-02   7.1536629e-04   0.0000000e+00  -6.7508735e-04   2.0330012e-10   4.8510829e-15   1.8826244e-17
  5705   4.9830905e-02   7.1258174e-04   0.0000000e+00  -6.7473153e-04   2.0319008e-10   4.8435309e-15   1.8803171e-17
  5706   4.9768677e-02   7.0981340e-04   0.0000000e+00  -6.7434968e-04   2.0308015e-10   4.8359779e-15   1.8779963e-17
  5707   4.9706121e-02   7.0706225e-04   0.0000000e+00  -6.7394082e-04   2.0297028e-10   4.8284228e-15   1.8756616e-17
  5708   4.9643337e-02   7.0432729e-04   0.0000000e+00  -6.7350495e-04   2.0286047e-10   4.8208659e-15   1.8733131e-17
  5709   4.9580325e-02   7.0160950e-04   0.0000000e+00  -6.7304206e-04   2.0275067e-10   4.8133065e-15   1.8709506e-17
  5710   4.9516986e-02   6.9890890e-04   0.0000000e+00  -6.7255318e-04   2.0264098e-10   4.8057460e-15   1.8685746e-17
  5711   4.9453419e-02   6.9622345e-04   0.0000000e+00  -6.7203729e-04   2.0253134e-10   4.7981839e-15   1.8661851e-17
