# ell     TT     EE      BB      TE
   353  3.0466365e+03  2.3134782e+01  4.7053698e-02  1.0767527e+02
   354  3.0160222e+03  2.3310557e+01  4.7205748e-02  1.0576599e+02
   355  2.9859079e+03  2.3483111e+01  4.7357653e-02  1.0382594e+02
   356  2.9562834e+03  2.3652452e+01  4.7509442e-02  1.0185606e+02
   357  2.9271581e+03  2.3818487e+01  4.7661142e-02  9.9857291e+01
   358  2.8985417e+03  2.3981122e+01  4.7812781e-02  9.7830574e+01
   359  2.8704339e+03  2.4140164e+01  4.7964386e-02  9.5775846e+01
   360  2.8428342e+03  2.4295619e+01  4.8115984e-02  9.3695045e+01
   361  2.8157522e+03  2.4447396e+01  4.8267604e-02  9.1586708e+01
   362  2.7891876e+03  2.4595400e+01  4.8419272e-02  8.9453274e+01
   363  2.7631600e+03  2.4739537e+01  4.8571015e-02  8.7295478e+01
   364  2.7376490e+03  2.4879816e+01  4.8722861e-02  8.5114158e+01
   365  2.7126843e+03  2.5016143e+01  4.8874836e-02  8.2910349e+01
   366  2.6882554e+03  2.5148424e+01  4.9026967e-02  8.0685086e+01
   367  2.6643721e+03  2.5276667e+01  4.9179280e-02  7.8439205e+01
   368  2.6410339e+03  2.5400678e+01  4.9331800e-02  7.6173841e+01
   369  2.6182406e+03  2.5520664e+01  4.9484555e-02  7.3889927e+01
   370  2.5960117e+03  2.5636232e+01  4.9637568e-02  7.1588298e+01
   371  2.5743269e+03  2.5747689e+01  4.9790866e-02  6.9270087e+01
   372  2.5532059e+03  2.5854642e+01  4.9944474e-02  6.6936127e+01
   373  2.5326384e+03  2.5957297e+01  5.0098415e-02  6.4587451e+01
   374  2.5126339e+03  2.6055562e+01  5.0252714e-02  6.2225091e+01
   375  2.4931823e+03  2.6149343e+01  5.0407396e-02  5.9849778e+01
   376  2.4742930e+03  2.6238547e+01  5.0562484e-02  5.7462644e+01
   377  2.4559759e+03  2.6323182e+01  5.0718002e-02  5.5064519e+01
   378  2.4382106e+03  2.6403153e+01  5.0873972e-02  5.2656335e+01
   379  2.4210168e+03  2.6478368e+01  5.1030418e-02  5.0239121e+01
   380  2.4043942e+03  2.6548833e+01  5.1187363e-02  4.7813808e+01
   381  2.3883325e+03  2.6614556e+01  5.1344829e-02  4.5381223e+01
   382  2.3728413e+03  2.6675243e+01  5.1502837e-02  4.2942397e+01
   383  2.3579205e+03  2.6731201e+01  5.1661412e-02  4.0498357e+01
   384  2.3435596e+03  2.6782237e+01  5.1820573e-02  3.8050232e+01
   385  2.3297584e+03  2.6828357e+01  5.1980343e-02  3.5598950e+01
   386  2.3165265e+03  2.6869669e+01  5.2140743e-02  3.3145737e+01
   387  2.3038638e+03  2.6906078e+01  5.2301794e-02  3.0691521e+01
   388  2.2917500e+03  2.6937693e+01  5.2463518e-02  2.8237428e+01
   389  2.2801946e+03  2.6964419e+01  5.2625935e-02  2.5784485e+01
   390  2.2691976e+03  2.6986263e+01  5.2789066e-02  2.3333716e+01
   391  2.2587585e+03  2.7003231e+01  5.2952931e-02  2.0886149e+01
   392  2.2488571e+03  2.7015231e+01  5.3117551e-02  1.8442807e+01
   393  2.2395132e+03  2.7022370e+01  5.3282947e-02  1.6004615e+01
   394  2.2307065e+03  2.7024552e+01  5.3449138e-02  1.3572499e+01
   395  2.2224366e+03  2.7021686e+01  5.3616145e-02  1.1147581e+01
   396  2.2147034e+03  2.7013977e+01  5.3783986e-02  8.7307763e+00
   397  2.2074966e+03  2.7001233e+01  5.3952683e-02  6.3230876e+00
   398  2.2008259e+03  2.6983559e+01  5.4122254e-02  3.9254482e+00
   399  2.1946811e+03  2.6960862e+01  5.4292719e-02  1.5388409e+00
   400  2.1890618e+03  2.6933349e+01  5.4464097e-02 -8.3577769e-01
   401  2.1839680e+03  2.6900823e+01  5.4636408e-02 -3.1974577e+00
   402  2.1793899e+03  2.6863387e+01  5.4809669e-02 -5.5452265e+00
   403  2.1753278e+03  2.6821137e+01  5.4983899e-02 -7.8781480e+00
   404  2.1717821e+03  2.6773973e+01  5.5159118e-02 -1.0195222e+01
   405  2.1687332e+03  2.6721893e+01  5.5335342e-02 -1.2495510e+01
   406  2.1661813e+03  2.6665095e+01  5.5512590e-02 -1.4778162e+01
   407  2.1641270e+03  2.6603479e+01  5.5690878e-02 -1.7042058e+01
   408  2.1625604e+03  2.6536943e+01  5.5870225e-02 -1.9286281e+01
   409  2.1614621e+03  2.6465784e+01  5.6050647e-02 -2.1509910e+01
   410  2.1608523e+03  2.6389901e+01  5.6232160e-02 -2.3711929e+01
   411  2.1606914e+03  2.6309294e+01  5.6414780e-02 -2.5891718e+01
   412  2.1609998e+03  2.6224059e+01  5.6598523e-02 -2.8048259e+01
   413  2.1617679e+03  2.6134195e+01  5.6783403e-02 -3.0180935e+01
   414  2.1629861e+03  2.6039800e+01  5.6969435e-02 -3.2288826e+01
   415  2.1646347e+03  2.5940972e+01  5.7156632e-02 -3.4371217e+01
   416  2.1667342e+03  2.5837609e+01  5.7345009e-02 -3.6427389e+01
   417  2.1692548e+03  2.5729910e+01  5.7534576e-02 -3.8456324e+01
   418  2.1722071e+03  2.5617871e+01  5.7725348e-02 -4.0457405e+01
   419  2.1755715e+03  2.5501492e+01  5.7917334e-02 -4.2429715e+01
   420  2.1793583e+03  2.5380769e+01  5.8110545e-02 -4.4372537e+01
   421  2.1835479e+03  2.5255900e+01  5.8304990e-02 -4.6285053e+01
   422  2.1881308e+03  2.5126784e+01  5.8500680e-02 -4.8166347e+01
   423  2.1931173e+03  2.4993417e+01  5.8697621e-02 -5.0015700e+01
   424  2.1984880e+03  2.4855998e+01  5.8895821e-02 -5.1832396e+01
   425  2.2042333e+03  2.4714523e+01  5.9095286e-02 -5.3615719e+01
   426  2.2103535e+03  2.4569090e+01  5.9296022e-02 -5.5365349e+01
   427  2.2168192e+03  2.4419897e+01  5.9498034e-02 -5.7080672e+01
   428  2.2236508e+03  2.4267040e+01  5.9701324e-02 -5.8761169e+01
   429  2.2308088e+03  2.4110517e+01  5.9905895e-02 -6.0406422e+01
   430  2.2382935e+03  2.3950425e+01  6.0111750e-02 -6.2015716e+01
   431  2.2461056e+03  2.3787062e+01  6.0318888e-02 -6.3588732e+01
   432  2.2542254e+03  2.3620323e+01  6.0527310e-02 -6.5124953e+01
   433  2.2626635e+03  2.3450307e+01  6.0737013e-02 -6.6623661e+01
   434  2.2713903e+03  2.3277210e+01  6.0947995e-02 -6.8084539e+01
   435  2.2804164e+03  2.3100928e+01  6.1160254e-02 -6.9506869e+01
   436  2.2897322e+03  2.2921658e+01  6.1373785e-02 -7.0890232e+01
   437  2.2993283e+03  2.2739398e+01  6.1588581e-02 -7.2234112e+01
   438  2.3091952e+03  2.2554343e+01  6.1804638e-02 -7.3537988e+01
   439  2.3193333e+03  2.2366491e+01  6.2021947e-02 -7.4801344e+01
   440  2.3297233e+03  2.2175937e+01  6.2240500e-02 -7.6023960e+01
   441  2.3403557e+03  2.1982877e+01  6.2460288e-02 -7.7205418e+01
   442  2.3512109e+03  2.1787309e+01  6.2681300e-02 -7.8345398e+01
   443  2.3622897e+03  2.1589428e+01  6.2903526e-02 -7.9443381e+01
   444  2.3735724e+03  2.1389331e+01  6.3126953e-02 -8.0499147e+01
   445  2.3850497e+03  2.1187013e+01  6.3351568e-02 -8.1512378e+01
   446  2.3967121e+03  2.0982770e+01  6.3577358e-02 -8.2482752e+01
   447  2.4085502e+03  2.0776599e+01  6.3804307e-02 -8.3410349e+01
   448  2.4205746e+03  2.0568695e+01  6.4032401e-02 -8.4294949e+01
   449  2.4327658e+03  2.0359153e+01  6.4261623e-02 -8.5136430e+01
   450  2.4451145e+03  2.0147970e+01  6.4491957e-02 -8.5934773e+01
   451  2.4576212e+03  1.9935440e+01  6.4723384e-02 -8.6689843e+01
   452  2.4702866e+03  1.9721553e+01  6.4955887e-02 -8.7401364e+01
   453  2.4830816e+03  1.9506498e+01  6.5189446e-02 -8.8069147e+01
   454  2.4960069e+03  1.9290363e+01  6.5424042e-02 -8.8692904e+01
   455  2.5090432e+03  1.9073237e+01  6.5659655e-02 -8.9272446e+01
   456  2.5221814e+03  1.8855209e+01  6.5896264e-02 -8.9807483e+01
   457  2.5354121e+03  1.8636368e+01  6.6133848e-02 -9.0297825e+01
   458  2.5487163e+03  1.8416902e+01  6.6372386e-02 -9.0743082e+01
   459  2.5620746e+03  1.8196899e+01  6.6611854e-02 -9.1143362e+01
   460  2.5755078e+03  1.7976447e+01  6.6852231e-02 -9.1498776e+01
   461  2.5889767e+03  1.7755635e+01  6.7093493e-02 -9.1808332e+01
   462  2.6025121e+03  1.7534752e+01  6.7335618e-02 -9.2075037e+01
   463  2.6160748e+03  1.7313884e+01  6.7578581e-02 -9.2296898e+01
   464  2.6296955e+03  1.7093121e+01  6.7822358e-02 -9.2474924e+01
   465  2.6433350e+03  1.6872649e+01  6.8066926e-02 -9.2609121e+01
   466  2.6570141e+03  1.6652558e+01  6.8312259e-02 -9.2700494e+01
   467  2.6707137e+03  1.6433034e+01  6.8558332e-02 -9.2748049e+01
   468  2.6844143e+03  1.6214166e+01  6.8805120e-02 -9.2752792e+01
   469  2.6981170e+03  1.5996041e+01  6.9052597e-02 -9.2714727e+01
   470  2.7118024e+03  1.5778746e+01  6.9300738e-02 -9.2633857e+01
   471  2.7254512e+03  1.5562470e+01  6.9549517e-02 -9.2509188e+01
   472  2.7390644e+03  1.5347400e+01  6.9798907e-02 -9.2342721e+01
   473  2.7526227e+03  1.5133523e+01  7.0048882e-02 -9.2132459e+01
   474  2.7661268e+03  1.4920927e+01  7.0299415e-02 -9.1881404e+01
   475  2.7795675e+03  1.4709898e+01  7.0550479e-02 -9.1587557e+01
   476  2.7929456e+03  1.4500525e+01  7.0802047e-02 -9.1251918e+01
   477  2.8062420e+03  1.4292793e+01  7.1054091e-02 -9.0875489e+01
   478  2.8194673e+03  1.4086991e+01  7.1306584e-02 -9.0458268e+01
   479  2.8326223e+03  1.3883206e+01  7.1559497e-02 -9.0001654e+01
   480  2.8456778e+03  1.3681624e+01  7.1812803e-02 -8.9504846e+01
   481  2.8586547e+03  1.3482132e+01  7.2066472e-02 -8.8968841e+01
   482  2.8715135e+03  1.3285117e+01  7.2320476e-02 -8.8394037e+01
   483  2.8842653e+03  1.3090567e+01  7.2574786e-02 -8.7780929e+01
   484  2.8968906e+03  1.2898668e+01  7.2829372e-02 -8.7130013e+01
   485  2.9093704e+03  1.2709506e+01  7.3084204e-02 -8.6441685e+01
   486  2.9217153e+03  1.2523169e+01  7.3339253e-02 -8.5716538e+01
   487  2.9339062e+03  1.2339743e+01  7.3594488e-02 -8.4954967e+01
   488  2.9459337e+03  1.2159515e+01  7.3849879e-02 -8.4157665e+01
   489  2.9578088e+03  1.1982371e+01  7.4105394e-02 -8.3325324e+01
   490  2.9695121e+03  1.1808598e+01  7.4361001e-02 -8.2458536e+01
   491  2.9810445e+03  1.1638283e+01  7.4616670e-02 -8.1558091e+01
   492  2.9924067e+03  1.1471411e+01  7.4872368e-02 -8.0624481e+01
   493  3.0035995e+03  1.1308170e+01  7.5128063e-02 -7.9658594e+01
   494  3.0146136e+03  1.1148746e+01  7.5383721e-02 -7.8660820e+01
   495  3.0254399e+03  1.0993226e+01  7.5639309e-02 -7.7632147e+01
   496  3.0360791e+03  1.0841595e+01  7.5894795e-02 -7.6573062e+01
   497  3.0465121e+03  1.0694040e+01  7.6150143e-02 -7.5484353e+01
   498  3.0567395e+03  1.0550648e+01  7.6405320e-02 -7.4366806e+01
   499  3.0667521e+03  1.0411505e+01  7.6660292e-02 -7.3221105e+01
   500  3.0765408e+03  1.0276796e+01  7.6915022e-02 -7.2047836e+01
   501  3.0860963e+03  1.0146510e+01  7.7169476e-02 -7.0847873e+01
   502  3.0954189e+03  1.0020835e+01  7.7423619e-02 -6.9622052e+01
   503  3.1044993e+03  9.8997589e+00  7.7677414e-02 -6.8371000e+01
   504  3.1133377e+03  9.7835721e+00  7.7930826e-02 -6.7095841e+01
   505  3.1219445e+03  9.6721633e+00  7.8183818e-02 -6.5797301e+01
   506  3.1303003e+03  9.5657216e+00  7.8436354e-02 -6.4476203e+01
   507  3.1384154e+03  9.4643562e+00  7.8688396e-02 -6.3133370e+01
   508  3.1462802e+03  9.3681562e+00  7.8939909e-02 -6.1769725e+01
   509  3.1538852e+03  9.2771908e+00  7.9190855e-02 -6.0386090e+01
   510  3.1612507e+03  9.1915390e+00  7.9441197e-02 -5.8983386e+01
   511  3.1683472e+03  9.1112700e+00  7.9690897e-02 -5.7562333e+01
   512  3.1751951e+03  9.0364531e+00  7.9939920e-02 -5.6123851e+01
   513  3.1817747e+03  8.9671774e+00  8.0188228e-02 -5.4668860e+01
   514  3.1880866e+03  8.9035120e+00  8.0435783e-02 -5.3198078e+01
   515  3.1941310e+03  8.8455164e+00  8.0682548e-02 -5.1712423e+01
   516  3.1999085e+03  8.7932696e+00  8.0928488e-02 -5.0212911e+01
   517  3.2054094e+03  8.7468210e+00  8.1173565e-02 -4.8700261e+01
   518  3.2106240e+03  8.7062498e+00  8.1417742e-02 -4.7175487e+01
   519  3.2155628e+03  8.6716056e+00  8.1660985e-02 -4.5639504e+01
   520  3.2202063e+03  8.6429475e+00  8.1903256e-02 -4.4093129e+01
   521  3.2245646e+03  8.6203451e+00  8.2144520e-02 -4.2537374e+01
   522  3.2286284e+03  8.6038478e+00  8.2384743e-02 -4.0973054e+01
   523  3.2323878e+03  8.5935051e+00  8.2623889e-02 -3.9401081e+01
   524  3.2358633e+03  8.5893465e+00  8.2861924e-02 -3.7822469e+01
   525  3.2390353e+03  8.5914116e+00  8.3098815e-02 -3.6238028e+01
   526  3.2419241e+03  8.5997301e+00  8.3334528e-02 -3.4648670e+01
   527  3.2445200e+03  8.6143417e+00  8.3569030e-02 -3.3055306e+01
   528  3.2468235e+03  8.6352861e+00  8.3802290e-02 -3.1458947e+01
   529  3.2488348e+03  8.6625831e+00  8.4034276e-02 -2.9860301e+01
   530  3.2505644e+03  8.6962526e+00  8.4264958e-02 -2.8260579e+01
   531  3.2519924e+03  8.7363345e+00  8.4494305e-02 -2.6660590e+01
   532  3.2531394e+03  8.7828288e+00  8.4722288e-02 -2.5061541e+01
   533  3.2539954e+03  8.8357556e+00  8.4948879e-02 -2.3464141e+01
   534  3.2545510e+03  8.8951349e+00  8.5174049e-02 -2.1869597e+01
   535  3.2548264e+03  8.9609971e+00  8.5397772e-02 -2.0278716e+01
   536  3.2548018e+03  9.0333423e+00  8.5620021e-02 -1.8692705e+01
   537  3.2544976e+03  9.1121710e+00  8.5840770e-02 -1.7112270e+01
   538  3.2539041e+03  9.1974935e+00  8.6059996e-02 -1.5538418e+01
   539  3.2530315e+03  9.2892905e+00  8.6277675e-02 -1.3972152e+01
   540  3.2518600e+03  9.3875624e+00  8.6493783e-02 -1.2414280e+01
   541  3.2504201e+03  9.4923200e+00  8.6708298e-02 -1.0865705e+01
   542  3.2487019e+03  9.6035440e+00  8.6921199e-02 -9.3274323e+00
   543  3.2466956e+03  9.7212253e+00  8.7132465e-02 -7.8002958e+00
   544  3.2444215e+03  9.8453549e+00  8.7342077e-02 -6.2851895e+00
   545  3.2418799e+03  9.9758839e+00  8.7550017e-02 -4.7829370e+00
   546  3.2390609e+03  1.0112813e+01  8.7756265e-02 -3.2943717e+00
   547  3.2359748e+03  1.0256094e+01  8.7960805e-02 -1.8203468e+00
   548  3.2326218e+03  1.0405619e+01  8.8163620e-02 -3.6167512e-01
   549  3.2290021e+03  1.0561578e+01  8.8364695e-02  1.0807776e+00
   550  3.2251159e+03  1.0723663e+01  8.8564015e-02  2.5061880e+00
   551  3.2209833e+03  1.0892067e+01  8.8761566e-02  3.9136839e+00
   552  3.2165840e+03  1.1066592e+01  8.8957334e-02  5.3023929e+00
   553  3.2119379e+03  1.1247239e+01  8.9151307e-02  6.6714388e+00
   554  3.2070546e+03  1.1434010e+01  8.9343474e-02  8.0199658e+00
   555  3.2019236e+03  1.1626809e+01  8.9533822e-02  9.3470880e+00
   556  3.1965449e+03  1.1825639e+01  8.9722342e-02  1.0651930e+01
   557  3.1909479e+03  1.2030401e+01  8.9909024e-02  1.1933715e+01
   558  3.1851123e+03  1.2241099e+01  9.0093858e-02  1.3191529e+01
   559  3.1790479e+03  1.2457636e+01  9.0276836e-02  1.4424765e+01
   560  3.1727543e+03  1.2680015e+01  9.0457951e-02  1.5632618e+01
   561  3.1662511e+03  1.2908039e+01  9.0637194e-02  1.6814283e+01
   562  3.1595180e+03  1.3141813e+01  9.0814560e-02  1.7969255e+01
   563  3.1525746e+03  1.3381138e+01  9.0990042e-02  1.9096526e+01
   564  3.1454305e+03  1.3626020e+01  9.1163634e-02  2.0195493e+01
   565  3.1380654e+03  1.3876361e+01  9.1335333e-02  2.1265549e+01
   566  3.1304990e+03  1.4132167e+01  9.1505133e-02  2.2306089e+01
   567  3.1227408e+03  1.4393140e+01  9.1673031e-02  2.3316306e+01
   568  3.1147805e+03  1.4659385e+01  9.1839024e-02  2.4295695e+01
   569  3.1066277e+03  1.4930807e+01  9.2003109e-02  2.5243650e+01
   570  3.0982820e+03  1.5207210e+01  9.2165284e-02  2.6159564e+01
   571  3.0897530e+03  1.5488598e+01  9.2325547e-02  2.7042731e+01
   572  3.0810503e+03  1.5774777e+01  9.2483898e-02  2.7892845e+01
   573  3.0721736e+03  1.6065750e+01  9.2640336e-02  2.8709198e+01
   574  3.0631224e+03  1.6361425e+01  9.2794861e-02  2.9491484e+01
   575  3.0539263e+03  1.6661604e+01  9.2947474e-02  3.0239294e+01
   576  3.0445650e+03  1.6966294e+01  9.3098177e-02  3.0952122e+01
   577  3.0350680e+03  1.7275301e+01  9.3246971e-02  3.1629460e+01
   578  3.0254249e+03  1.7588529e+01  9.3393859e-02  3.2270799e+01
   579  3.0156453e+03  1.7905985e+01  9.3538845e-02  3.2875930e+01
   580  3.0057388e+03  1.8227374e+01  9.3681931e-02  3.3444346e+01
   581  2.9957150e+03  1.8552702e+01  9.3823124e-02  3.3975535e+01
   582  2.9855734e+03  1.8881776e+01  9.3962427e-02  3.4469090e+01
   583  2.9753136e+03  1.9214502e+01  9.4099847e-02  3.4924699e+01
   584  2.9649552e+03  1.9550886e+01  9.4235390e-02  3.5341853e+01
   585  2.9544978e+03  1.9890534e+01  9.4369063e-02  3.5720240e+01
   586  2.9439408e+03  2.0233554e+01  9.4500876e-02  3.6059448e+01
   587  2.9332939e+03  2.0579753e+01  9.4630836e-02  3.6359366e+01
   588  2.9225767e+03  2.0928936e+01  9.4758952e-02  3.6619681e+01
   589  2.9117685e+03  2.1281012e+01  9.4885237e-02  3.6840180e+01
   590  2.9008991e+03  2.1635888e+01  9.5009700e-02  3.7020550e+01
   591  2.8899680e+03  2.1993370e+01  9.5132353e-02  3.7160676e+01
   592  2.8789746e+03  2.2353367e+01  9.5253210e-02  3.7260144e+01
   593  2.8679285e+03  2.2715686e+01  9.5372284e-02  3.7318938e+01
   594  2.8568293e+03  2.3080234e+01  9.5489590e-02  3.7336943e+01
   595  2.8456964e+03  2.3446821e+01  9.5605142e-02  3.7314041e+01
   596  2.8345294e+03  2.3815353e+01  9.5718958e-02  3.7250116e+01
   597  2.8233277e+03  2.4185639e+01  9.5831054e-02  3.7144949e+01
   598  2.8121010e+03  2.4557488e+01  9.5941449e-02  3.6998622e+01
   599  2.8008587e+03  2.4930906e+01  9.6050161e-02  3.6810916e+01
   600  2.7896003e+03  2.5305604e+01  9.6157211e-02  3.6581910e+01
   601  2.7783452e+03  2.5681492e+01  9.6262618e-02  3.6311674e+01
   602  2.7670729e+03  2.6058383e+01  9.6366405e-02  3.6000334e+01
   603  2.7558226e+03  2.6436197e+01  9.6468593e-02  3.5647707e+01
   604  2.7445737e+03  2.6814749e+01  9.6569206e-02  3.5253908e+01
   605  2.7333354e+03  2.7193858e+01  9.6668269e-02  3.4818952e+01
   606  2.7221271e+03  2.7573441e+01  9.6765806e-02  3.4342953e+01
   607  2.7109382e+03  2.7953415e+01  9.6861843e-02  3.3825824e+01
   608  2.6997878e+03  2.8333498e+01  9.6956407e-02  3.3267777e+01
   609  2.6886853e+03  2.8713608e+01  9.7049524e-02  3.2669023e+01
   610  2.6776100e+03  2.9093562e+01  9.7141224e-02  3.2029573e+01
   611  2.6666011e+03  2.9473079e+01  9.7231535e-02  3.1349536e+01
   612  2.6556381e+03  2.9852176e+01  9.7320486e-02  3.0629021e+01
   613  2.6447300e+03  3.0230672e+01  9.7408108e-02  2.9868236e+01
   614  2.6339064e+03  3.0608385e+01  9.7494431e-02  2.9067488e+01
   615  2.6231363e+03  3.0985134e+01  9.7579488e-02  2.8227082e+01
   616  2.6124591e+03  3.1360836e+01  9.7663310e-02  2.7347525e+01
   617  2.6018641e+03  3.1735411e+01  9.7745930e-02  2.6429019e+01
   618  2.5913605e+03  3.2108776e+01  9.7827381e-02  2.5472068e+01
   619  2.5809476e+03  3.2480552e+01  9.7907697e-02  2.4476975e+01
   620  2.5706348e+03  3.2850856e+01  9.7986912e-02  2.3444140e+01
   621  2.5604411e+03  3.3219507e+01  9.8065060e-02  2.2373864e+01
   622  2.5503560e+03  3.3586124e+01  9.8142177e-02  2.1266647e+01
   623  2.5403787e+03  3.3950826e+01  9.8218297e-02  2.0122886e+01
   624  2.5305284e+03  3.4313333e+01  9.8293456e-02  1.8942880e+01
   625  2.5208045e+03  3.4673563e+01  9.8367689e-02  1.7727024e+01
   626  2.5112162e+03  3.5031236e+01  9.8441034e-02  1.6475815e+01
   627  2.5017527e+03  3.5386271e+01  9.8513525e-02  1.5189546e+01
   628  2.4924434e+03  3.5738486e+01  9.8585200e-02  1.3868712e+01
   629  2.4832675e+03  3.6087803e+01  9.8656095e-02  1.2514005e+01
   630  2.4742443e+03  3.6434139e+01  9.8726246e-02  1.1125915e+01
   631  2.4653731e+03  3.6777115e+01  9.8795690e-02  9.7049352e+00
   632  2.4566531e+03  3.7116850e+01  9.8864464e-02  8.2517535e+00
   633  2.4481037e+03  3.7453063e+01  9.8932604e-02  6.7667588e+00
   634  2.4397140e+03  3.7785574e+01  9.9000147e-02  5.2506389e+00
   635  2.4314935e+03  3.8114404e+01  9.9067129e-02  3.7040403e+00
   636  2.4234514e+03  3.8439270e+01  9.9133587e-02  2.1275786e+00
   637  2.4155870e+03  3.8760193e+01  9.9199558e-02  5.2192854e-01
   638  2.4078996e+03  3.9076893e+01  9.9265077e-02 -1.1122363e+00
   639  2.4003985e+03  3.9389390e+01  9.9330180e-02 -2.7742733e+00
   640  2.3930829e+03  3.9697403e+01  9.9394905e-02 -4.4635126e+00
   641  2.3859623e+03  4.0000951e+01  9.9459286e-02 -6.1792776e+00
   642  2.3790259e+03  4.0299756e+01  9.9523359e-02 -7.9208046e+00
   643  2.3723031e+03  4.0593835e+01  9.9587160e-02 -9.6873227e+00
   644  2.3657631e+03  4.0883010e+01  9.9650723e-02 -1.1478044e+01
   645  2.3594353e+03  4.1167000e+01  9.9714084e-02 -1.3292202e+01
   646  2.3533191e+03  4.1445825e+01  9.9777278e-02 -1.5129031e+01
   647  2.3474037e+03  4.1719304e+01  9.9840339e-02 -1.6987655e+01
   648  2.3416985e+03  4.1987257e+01  9.9903301e-02 -1.8867481e+01
   649  2.3362029e+03  4.2249704e+01  9.9966199e-02 -2.0767435e+01
   650  2.3309361e+03  4.2506464e+01  1.0002907e-01 -2.2686846e+01
   651  2.3258776e+03  4.2757557e+01  1.0009194e-01 -2.4624753e+01
   652  2.3210371e+03  4.3002898e+01  1.0015484e-01 -2.6580340e+01
   653  2.3164241e+03  4.3242403e+01  1.0021782e-01 -2.8552903e+01
   654  2.3120382e+03  4.3475987e+01  1.0028090e-01 -3.0541640e+01
   655  2.3078892e+03  4.3703464e+01  1.0034412e-01 -3.2545747e+01
   656  2.3039567e+03  4.3924950e+01  1.0040750e-01 -3.4564223e+01
   657  2.3002603e+03  4.4140261e+01  1.0047108e-01 -3.6596468e+01
   658  2.2967998e+03  4.4349310e+01  1.0053490e-01 -3.8641383e+01
   659  2.2935747e+03  4.4551913e+01  1.0059898e-01 -4.0698267e+01
   660  2.2905848e+03  4.4748084e+01  1.0066336e-01 -4.2766224e+01
   661  2.2878297e+03  4.4937640e+01  1.0072806e-01 -4.4844356e+01
   662  2.2853192e+03  4.5120493e+01  1.0079312e-01 -4.6931868e+01
   663  2.2830429e+03  4.5296659e+01  1.0085857e-01 -4.9027762e+01
   664  2.2810105e+03  4.5465952e+01  1.0092445e-01 -5.1131145e+01
   665  2.2792217e+03  4.5628387e+01  1.0099077e-01 -5.3241223e+01
   666  2.2776661e+03  4.5783878e+01  1.0105758e-01 -5.5357103e+01
   667  2.2763536e+03  4.5932439e+01  1.0112490e-01 -5.7477791e+01
   668  2.2752938e+03  4.6073885e+01  1.0119275e-01 -5.9602397e+01
   669  2.2744665e+03  4.6208130e+01  1.0126119e-01 -6.1730130e+01
   670  2.2738912e+03  4.6335287e+01  1.0133022e-01 -6.3859999e+01
   671  2.2735579e+03  4.6455271e+01  1.0139988e-01 -6.5991114e+01
